Date,Area,Mode of Transportation,Difference
9/13/20,New York City,Transit,52.35428571
9/14/20,New York City,Transit,52.45428571
9/15/20,New York City,Transit,52.53428571
9/16/20,New York City,Transit,52.68071429
9/17/20,New York City,Transit,52.77214286
9/18/20,New York City,Transit,52.71071429
9/19/20,New York City,Transit,53.01357143
9/20/20,New York City,Transit,53.11571429
9/21/20,New York City,Transit,53.11785714
9/22/20,New York City,Transit,52.96714286
9/23/20,New York City,Transit,53.00642857
9/24/20,New York City,Transit,53.32214286
9/25/20,New York City,Transit,53.41571429
9/26/20,New York City,Transit,53.65785714
9/27/20,New York City,Transit,53.845
9/28/20,New York City,Transit,53.83642857
9/29/20,New York City,Transit,53.59857143
9/30/20,New York City,Transit,53.565
10/1/20,New York City,Transit,53.66428571
10/2/20,New York City,Transit,53.74357143
10/3/20,New York City,Transit,53.84428571
10/4/20,New York City,Transit,53.69928571
10/5/20,New York City,Transit,53.73142857
10/6/20,New York City,Transit,53.80071429
10/7/20,New York City,Transit,53.67785714
10/8/20,New York City,Transit,53.76142857
10/9/20,New York City,Transit,53.77571429
10/10/20,New York City,Transit,53.90285714
10/11/20,New York City,Transit,53.80785714
10/12/20,New York City,Transit,53.24071429
10/13/20,New York City,Transit,53.24857143
10/14/20,New York City,Transit,53.39285714
10/15/20,New York City,Transit,53.39642857
10/16/20,New York City,Transit,52.80928571
10/17/20,New York City,Transit,52.95357143
10/18/20,New York City,Transit,53.10285714
10/19/20,New York City,Transit,53.16642857
10/20/20,New York City,Transit,53.14857143
10/21/20,New York City,Transit,53.23857143
10/22/20,New York City,Transit,53.21714286
10/23/20,New York City,Transit,53.25785714
10/24/20,New York City,Transit,53.16428571
10/25/20,New York City,Transit,53.125
10/26/20,New York City,Transit,53.54071429
10/27/20,New York City,Transit,53.76214286
10/28/20,New York City,Transit,53.54357143
10/29/20,New York City,Transit,52.96714286
10/30/20,New York City,Transit,53.285
10/31/20,New York City,Transit,53.12214286
11/1/20,New York City,Transit,52.59428571
11/2/20,New York City,Transit,52.36357143
11/3/20,New York City,Transit,51.885
11/4/20,New York City,Transit,51.355
11/5/20,New York City,Transit,51.135
11/6/20,New York City,Transit,50.88285714
11/7/20,New York City,Transit,50.76642857
11/8/20,New York City,Transit,50.915
11/9/20,New York City,Transit,51.015
11/10/20,New York City,Transit,51.09071429
11/11/20,New York City,Transit,50.86714286
11/12/20,New York City,Transit,50.85428571
11/13/20,New York City,Transit,50.79214286
11/14/20,New York City,Transit,50.65785714
11/15/20,New York City,Transit,50.72071429
11/16/20,New York City,Transit,50.71642857
11/17/20,New York City,Transit,50.93785714
11/18/20,New York City,Transit,51.06785714
11/19/20,New York City,Transit,50.85071429
11/20/20,New York City,Transit,50.66214286
11/21/20,New York City,Transit,50.295
11/22/20,New York City,Transit,49.8
11/23/20,New York City,Transit,49.51
11/24/20,New York City,Transit,49.19714286
11/25/20,New York City,Transit,49.09214286
11/26/20,New York City,Transit,47.91642857
11/27/20,New York City,Transit,47.12214286
11/28/20,New York City,Transit,46.11714286
11/29/20,New York City,Transit,45.90428571
11/30/20,New York City,Transit,45.36785714
12/1/20,New York City,Transit,45.24071429
12/2/20,New York City,Transit,45.10785714
12/3/20,New York City,Transit,45.00857143
12/4/20,New York City,Transit,44.48214286
12/5/20,New York City,Transit,43.83714286
12/6/20,New York City,Transit,43.94642857
12/7/20,New York City,Transit,43.86714286
12/8/20,New York City,Transit,43.64642857
12/9/20,New York City,Transit,43.55785714
12/10/20,New York City,Transit,44.77142857
12/11/20,New York City,Transit,45.44428571
12/12/20,New York City,Transit,45.90285714
12/13/20,New York City,Transit,46.27714286
12/14/20,New York City,Transit,46.455
12/15/20,New York City,Transit,46.50142857
12/16/20,New York City,Transit,45.98928571
12/17/20,New York City,Transit,45.37714286
12/18/20,New York City,Transit,45.51642857
12/19/20,New York City,Transit,45.74214286
12/20/20,New York City,Transit,45.50928571
12/21/20,New York City,Transit,45.84857143
12/22/20,New York City,Transit,46.22857143
12/23/20,New York City,Transit,46.62214286
12/24/20,New York City,Transit,45.88285714
12/25/20,New York City,Transit,43.87214286
12/26/20,New York City,Transit,42.85714286
12/27/20,New York City,Transit,42.33714286
12/28/20,New York City,Transit,42.78928571
12/29/20,New York City,Transit,42.92571429
12/30/20,New York City,Transit,43.70857143
12/31/20,New York City,Transit,44.03785714
1/1/21,New York City,Transit,42.70571429
1/2/21,New York City,Transit,42.26857143
1/3/21,New York City,Transit,41.83928571
1/4/21,New York City,Transit,41.53285714
1/5/21,New York City,Transit,41.17785714
1/6/21,New York City,Transit,40.70428571
1/7/21,New York City,Transit,41.22214286
1/8/21,New York City,Transit,42.78357143
1/9/21,New York City,Transit,43.47857143
1/10/21,New York City,Transit,43.66
1/11/21,New York City,Transit,43.31642857
1/12/21,New York City,Transit,43.17642857
1/13/21,New York City,Transit,42.95285714
1/14/21,New York City,Transit,43.28071429
1/15/21,New York City,Transit,44.50357143
1/16/21,New York City,Transit,44.90714286
1/17/21,New York City,Transit,45.56428571
1/18/21,New York City,Transit,45.65357143
1/19/21,New York City,Transit,45.70928571
1/20/21,New York City,Transit,45.725
1/21/21,New York City,Transit,45.91071429
1/22/21,New York City,Transit,46.17928571
1/23/21,New York City,Transit,46.27357143
1/24/21,New York City,Transit,46.27142857
1/25/21,New York City,Transit,46.30857143
1/26/21,New York City,Transit,46.03785714
1/27/21,New York City,Transit,46.04285714
1/28/21,New York City,Transit,45.91357143
1/29/21,New York City,Transit,45.64357143
1/30/21,New York City,Transit,45.45428571
1/31/21,New York City,Transit,44.95214286
2/1/21,New York City,Transit,43.90214286
2/2/21,New York City,Transit,43.47428571
2/3/21,New York City,Transit,43.83428571
2/4/21,New York City,Transit,44.06357143
2/5/21,New York City,Transit,44.23785714
2/6/21,New York City,Transit,44.70714286
2/7/21,New York City,Transit,44.37642857
2/8/21,New York City,Transit,44.51928571
2/9/21,New York City,Transit,44.76714286
2/10/21,New York City,Transit,45.01357143
2/11/21,New York City,Transit,45.28857143
2/12/21,New York City,Transit,46.125
2/13/21,New York City,Transit,46.80857143
2/14/21,New York City,Transit,47.72928571
2/15/21,New York City,Transit,48.80071429
2/16/21,New York City,Transit,49.44
2/17/21,New York City,Transit,49.54857143
2/18/21,New York City,Transit,48.86642857
2/19/21,New York City,Transit,48.66357143
2/20/21,New York City,Transit,48.68071429
2/21/21,New York City,Transit,49.35785714
2/22/21,New York City,Transit,49.23642857
2/23/21,New York City,Transit,49.52
2/24/21,New York City,Transit,49.87
2/25/21,New York City,Transit,50.22357143
2/26/21,New York City,Transit,50.39642857
2/27/21,New York City,Transit,50.33642857
2/28/21,New York City,Transit,49.98285714
3/1/21,New York City,Transit,50.21642857
3/2/21,New York City,Transit,50.32642857
3/3/21,New York City,Transit,50.66571429
3/4/21,New York City,Transit,51.56785714
3/5/21,New York City,Transit,52.24142857
3/6/21,New York City,Transit,52.55
3/7/21,New York City,Transit,52.76785714
3/8/21,New York City,Transit,53.17
3/9/21,New York City,Transit,53.59642857
3/10/21,New York City,Transit,53.73142857
3/11/21,New York City,Transit,54.16285714
3/12/21,New York City,Transit,49.92714286
3/13/21,New York City,Transit,50.55714286
3/14/21,New York City,Transit,50.97
3/15/21,New York City,Transit,51.11
3/16/21,New York City,Transit,51.28714286
3/17/21,New York City,Transit,51.38142857
3/18/21,New York City,Transit,51.36785714
3/19/21,New York City,Transit,51.68571429
3/20/21,New York City,Transit,52.41214286
3/21/21,New York City,Transit,53.04
3/22/21,New York City,Transit,53.55428571
3/23/21,New York City,Transit,53.77571429
3/24/21,New York City,Transit,53.72642857
3/25/21,New York City,Transit,53.86214286
3/26/21,New York City,Transit,58.985
3/27/21,New York City,Transit,59.84214286
3/28/21,New York City,Transit,59.70642857
3/29/21,New York City,Transit,60.29285714
3/30/21,New York City,Transit,61.17928571
3/31/21,New York City,Transit,61.47
4/1/21,New York City,Transit,62.17928571
4/2/21,New York City,Transit,62.42428571
4/3/21,New York City,Transit,62.38285714
4/4/21,New York City,Transit,62.12928571
4/5/21,New York City,Transit,62.47357143
4/6/21,New York City,Transit,63.06642857
4/7/21,New York City,Transit,63.93357143
4/8/21,New York City,Transit,64.47357143
4/9/21,New York City,Transit,64.70857143
4/10/21,New York City,Transit,64.79785714
4/11/21,New York City,Transit,65.13785714
4/12/21,New York City,Transit,65.10142857
4/13/21,New York City,Transit,65.20714286
4/14/21,New York City,Transit,65.59
4/15/21,New York City,Transit,65.54785714
4/16/21,New York City,Transit,66.16785714
4/17/21,New York City,Transit,67.14571429
4/18/21,New York City,Transit,68.04928571
4/19/21,New York City,Transit,68.20071429
4/20/21,New York City,Transit,68.50857143
4/21/21,New York City,Transit,68.12142857
4/22/21,New York City,Transit,67.89642857
4/23/21,New York City,Transit,68.35
4/24/21,New York City,Transit,69.085
4/25/21,New York City,Transit,69.52214286
4/26/21,New York City,Transit,69.89785714
4/27/21,New York City,Transit,69.91071429
4/28/21,New York City,Transit,70.45928571
4/29/21,New York City,Transit,70.81571429
4/30/21,New York City,Transit,71.17928571
5/1/21,New York City,Transit,71.50285714
5/2/21,New York City,Transit,71.78285714
5/3/21,New York City,Transit,71.88642857
5/4/21,New York City,Transit,71.84071429
5/5/21,New York City,Transit,72.29642857
5/6/21,New York City,Transit,72.97928571
5/7/21,New York City,Transit,73.28642857
5/8/21,New York City,Transit,72.65857143
5/9/21,New York City,Transit,72.72928571
5/10/21,New York City,Transit,73.00785714
5/11/21,New York City,Transit,73.52857143
5/12/21,New York City,Transit,73.715
5/13/21,New York City,Transit,74.83
5/14/21,New York City,Transit,75.67928571
5/15/21,New York City,Transit,76.60142857
5/16/21,New York City,Transit,76.93357143
1/26/20,New York City,Walking,105.9042857
1/27/20,New York City,Walking,105.33
1/28/20,New York City,Walking,105.1442857
1/29/20,New York City,Walking,104.4335714
1/30/20,New York City,Walking,104.3385714
1/31/20,New York City,Walking,104.9921429
2/1/20,New York City,Walking,106.5164286
2/2/20,New York City,Walking,105.0014286
2/3/20,New York City,Walking,105.6428571
2/4/20,New York City,Walking,106.1964286
2/5/20,New York City,Walking,106.2314286
2/6/20,New York City,Walking,105.89
2/7/20,New York City,Walking,105.225
2/8/20,New York City,Walking,106.7207143
2/9/20,New York City,Walking,107.0385714
2/10/20,New York City,Walking,106.8721429
2/11/20,New York City,Walking,107.2207143
2/12/20,New York City,Walking,107.7685714
2/13/20,New York City,Walking,108.2328571
2/14/20,New York City,Walking,109.3235714
2/15/20,New York City,Walking,109.8942857
2/16/20,New York City,Walking,112.3821429
2/17/20,New York City,Walking,113.67
2/18/20,New York City,Walking,114.2035714
2/19/20,New York City,Walking,115.1778571
2/20/20,New York City,Walking,115.9378571
2/21/20,New York City,Walking,116.675
2/22/20,New York City,Walking,117.4021429
2/23/20,New York City,Walking,117.7978571
2/24/20,New York City,Walking,118.4278571
2/25/20,New York City,Walking,118.1335714
2/26/20,New York City,Walking,117.9864286
2/27/20,New York City,Walking,117.6707143
2/28/20,New York City,Walking,116.86
2/29/20,New York City,Walking,116.4407143
3/1/20,New York City,Walking,114.9671429
3/2/20,New York City,Walking,114.055
3/3/20,New York City,Walking,113.5585714
3/4/20,New York City,Walking,113.3928571
3/5/20,New York City,Walking,113.6357143
3/6/20,New York City,Walking,112.8207143
3/7/20,New York City,Walking,112.4142857
3/8/20,New York City,Walking,112.5735714
3/9/20,New York City,Walking,113.7235714
3/10/20,New York City,Walking,114.2842857
3/11/20,New York City,Walking,113.9735714
3/12/20,New York City,Walking,112.5835714
3/13/20,New York City,Walking,109.4957143
3/14/20,New York City,Walking,105.355
3/15/20,New York City,Walking,101.77
3/16/20,New York City,Walking,97.64428571
3/17/20,New York City,Walking,93.29857143
3/18/20,New York City,Walking,88.13571429
3/19/20,New York City,Walking,82.28214286
3/20/20,New York City,Walking,76.36928571
3/21/20,New York City,Walking,68.10285714
3/22/20,New York City,Walking,61.81
3/23/20,New York City,Walking,54.98357143
3/24/20,New York City,Walking,49.62357143
3/25/20,New York City,Walking,44.25571429
3/26/20,New York City,Walking,40.26142857
3/27/20,New York City,Walking,36.245
3/28/20,New York City,Walking,31.94142857
3/29/20,New York City,Walking,29.44214286
3/30/20,New York City,Walking,27.90071429
3/31/20,New York City,Walking,26.78928571
4/1/20,New York City,Walking,25.865
4/2/20,New York City,Walking,25.22714286
4/3/20,New York City,Walking,24.16571429
4/4/20,New York City,Walking,23.73928571
4/5/20,New York City,Walking,23.72071429
4/6/20,New York City,Walking,24.31714286
4/7/20,New York City,Walking,24.27071429
4/8/20,New York City,Walking,24.47785714
4/9/20,New York City,Walking,24.07928571
4/10/20,New York City,Walking,23.60142857
4/11/20,New York City,Walking,24.04357143
4/12/20,New York City,Walking,24.205
4/13/20,New York City,Walking,23.90214286
4/14/20,New York City,Walking,24.16357143
4/15/20,New York City,Walking,24.21857143
4/16/20,New York City,Walking,24.285
4/17/20,New York City,Walking,24.52928571
4/18/20,New York City,Walking,24.35642857
4/19/20,New York City,Walking,24.72071429
4/20/20,New York City,Walking,24.68857143
4/21/20,New York City,Walking,24.46071429
4/22/20,New York City,Walking,24.59857143
4/23/20,New York City,Walking,24.88857143
4/24/20,New York City,Walking,25.01571429
4/25/20,New York City,Walking,25.58785714
4/26/20,New York City,Walking,25.50785714
4/27/20,New York City,Walking,25.94428571
4/28/20,New York City,Walking,26.40714286
4/29/20,New York City,Walking,26.51785714
4/30/20,New York City,Walking,26.58357143
5/1/20,New York City,Walking,26.97928571
5/2/20,New York City,Walking,28.32714286
5/3/20,New York City,Walking,28.98214286
5/4/20,New York City,Walking,29.43285714
5/5/20,New York City,Walking,30.29142857
5/6/20,New York City,Walking,30.46285714
5/7/20,New York City,Walking,31.26357143
5/8/20,New York City,Walking,31.66642857
5/9/20,New York City,Walking,31.56357143
5/10/20,New York City,Walking,32.52642857
5/11/20,New York City,Walking,30.71714286
5/12/20,New York City,Walking,28.35285714
5/13/20,New York City,Walking,29.14714286
5/14/20,New York City,Walking,30.12214286
5/15/20,New York City,Walking,31.25142857
5/16/20,New York City,Walking,31.80142857
5/17/20,New York City,Walking,32.06428571
5/18/20,New York City,Walking,32.51142857
5/19/20,New York City,Walking,32.94357143
5/20/20,New York City,Walking,33.93142857
5/21/20,New York City,Walking,34.58
5/22/20,New York City,Walking,35.85071429
5/23/20,New York City,Walking,36.16071429
5/24/20,New York City,Walking,37.06928571
5/25/20,New York City,Walking,40.14071429
5/26/20,New York City,Walking,43.57857143
5/27/20,New York City,Walking,44.31928571
5/28/20,New York City,Walking,44.685
5/29/20,New York City,Walking,44.85214286
5/30/20,New York City,Walking,45.52714286
5/31/20,New York City,Walking,46.14785714
6/1/20,New York City,Walking,46.93
6/2/20,New York City,Walking,47.45785714
6/3/20,New York City,Walking,47.47428571
6/4/20,New York City,Walking,47.89285714
6/5/20,New York City,Walking,47.86428571
6/6/20,New York City,Walking,49.35928571
6/7/20,New York City,Walking,49.80928571
6/8/20,New York City,Walking,50.565
6/9/20,New York City,Walking,51.23
6/10/20,New York City,Walking,51.67642857
6/11/20,New York City,Walking,51.90571429
